Date,Price,Open,High,Low,Vol.,Change %
06/20/2023,21.78,22.52,22.65,21.61,1.01M,-2.24%
06/19/2023,22.28,21.91,22.67,21.78,1.91M,2.34%
06/18/2023,21.77,23.0,24.0,21.01,1.68M,6.66%
06/15/2023,20.41,20.49,20.49,20.12,348.20K,0.39%
06/14/2023,20.33,20.43,20.84,20.2,882.63K,-0.34%
06/13/2023,20.4,20.98,21.0,20.36,674.57K,-2.30%
06/12/2023,20.88,20.9,21.1,20.77,316.22K,0.38%
06/11/2023,20.8,20.2,21.4,20.2,844.51K,2.97%
06/08/2023,20.2,20.15,20.65,19.95,1.09M,0.40%
06/07/2023,20.12,21.04,21.18,20.1,1.11M,-4.37%
06/06/2023,21.04,21.56,21.81,21.01,723.09K,-1.68%
06/05/2023,21.4,22.8,22.8,21.25,1.03M,-5.23%
06/04/2023,22.58,23.19,23.19,22.56,1.34M,-1.40%
06/01/2023,22.9,23.08,23.34,22.87,1.11M,0.35%
05/31/2023,22.82,22.77,23.45,22.6,2.22M,1.83%
05/30/2023,22.41,22.89,23.13,22.25,1.34M,-1.02%
05/29/2023,22.64,24.1,24.1,22.55,3.29M,-24.43%
05/28/2023,29.96,29.6,30.11,29.46,2.93M,2.15%
05/25/2023,29.33,29.31,29.51,29.0,2.55M,0.10%
05/24/2023,29.3,28.87,29.3,28.25,1.25M,2.81%
05/23/2023,28.5,27.9,28.9,27.8,989.27K,2.11%
05/22/2023,27.91,28.81,29.09,27.8,1.89M,-3.09%
05/21/2023,28.8,29.45,29.7,28.76,1.40M,-0.76%
05/18/2023,29.02,28.79,29.4,28.06,2.26M,1.79%
05/17/2023,28.51,29.4,29.78,28.0,2.84M,-1.69%
05/16/2023,29.0,26.97,29.25,26.61,3.25M,7.85%
05/15/2023,26.89,26.95,27.4,26.8,2.56M,1.66%
05/14/2023,26.45,23.2,26.48,23.2,3.44M,15.86%
05/11/2023,22.83,22.96,23.1,22.69,468.32K,-0.48%
05/10/2023,22.94,22.61,23.0,22.3,376.51K,1.01%
05/09/2023,22.71,23.47,23.88,22.6,727.90K,-2.03%
05/08/2023,23.18,22.54,23.28,22.32,535.12K,3.95%
05/07/2023,22.3,22.7,22.7,22.15,470.13K,-0.98%
05/03/2023,22.52,22.73,22.87,22.33,314.48K,-0.49%
05/02/2023,22.63,22.77,22.94,22.42,314.03K,-0.48%
05/01/2023,22.74,23.42,23.59,22.65,766.59K,-2.99%
04/30/2023,23.44,23.99,24.19,23.26,883.40K,-2.01%
04/27/2023,23.92,23.7,24.15,23.67,679.83K,1.23%
04/26/2023,23.63,23.9,23.99,23.6,290.84K,-0.38%
04/19/2023,23.72,23.9,23.98,23.65,463.49K,-0.21%
04/18/2023,23.77,24.0,24.29,23.7,743.47K,-0.92%
04/13/2023,23.99,23.58,24.1,23.46,1.51M,1.70%
04/12/2023,23.59,23.05,23.7,22.8,956.68K,2.52%
04/11/2023,23.01,22.89,23.29,22.5,851.20K,0.92%
04/10/2023,22.8,22.6,22.8,22.27,569.87K,1.33%
04/09/2023,22.5,22.86,22.98,22.3,598.67K,-2.13%
04/06/2023,22.99,21.29,22.99,20.89,1.72M,8.44%
04/05/2023,21.2,21.19,21.35,21.11,251.46K,0.05%
04/04/2023,21.19,21.4,21.47,21.08,384.96K,-0.33%
04/03/2023,21.26,21.31,21.47,21.18,428.85K,0.38%
04/02/2023,21.18,20.92,21.49,20.92,291.33K,1.39%
03/30/2023,20.89,21.15,21.2,20.8,349.89K,-0.43%
03/29/2023,20.98,21.09,21.39,20.9,385.00K,0.14%
03/28/2023,20.95,21.01,21.2,20.7,367.21K,-0.43%
03/27/2023,21.04,21.4,21.5,20.9,366.67K,-1.03%
03/26/2023,21.26,20.71,21.6,20.71,713.27K,2.85%
03/23/2023,20.67,20.6,20.8,20.2,323.57K,-0.24%
03/22/2023,20.72,21.27,21.5,20.51,919.34K,-1.80%
03/21/2023,21.1,21.39,21.43,20.9,1.07M,2.23%
03/20/2023,20.64,20.05,20.82,19.95,778.36K,3.10%
03/19/2023,20.02,19.52,20.3,19.0,858.73K,1.57%
03/16/2023,19.71,17.86,20.5,17.8,935.13K,5.46%
03/15/2023,18.69,20.43,20.98,18.03,794.44K,-8.47%
03/14/2023,20.42,19.83,20.59,19.31,504.92K,2.87%
03/13/2023,19.85,21.5,21.88,19.52,813.70K,-7.97%
03/12/2023,21.57,22.05,22.08,21.26,543.90K,-2.35%
03/09/2023,22.09,22.27,22.27,21.91,397.96K,0.64%
03/08/2023,21.95,22.0,22.26,21.8,633.44K,-0.18%
03/07/2023,21.99,22.59,22.62,21.91,707.60K,-2.27%
03/06/2023,22.5,22.76,22.9,22.41,782.99K,-0.04%
03/05/2023,22.51,22.55,22.6,22.31,646.63K,0.49%
03/02/2023,22.4,22.78,22.9,22.36,1.01M,-1.28%
03/01/2023,22.69,22.9,22.93,22.36,1.55M,0.44%
02/28/2023,22.59,22.01,22.85,21.84,3.32M,3.43%
02/27/2023,21.84,21.89,22.16,21.6,2.23M,0.65%
02/26/2023,21.7,23.25,23.95,21.61,5.45M,8.72%
02/23/2023,19.96,20.1,20.1,19.62,144.24K,0.96%
02/22/2023,19.77,20.5,20.5,19.71,600.66K,-3.33%
02/21/2023,20.45,19.93,20.55,19.93,139.73K,1.79%
02/20/2023,20.09,20.62,20.99,20.0,267.87K,-3.51%
02/19/2023,20.82,21.09,21.45,20.7,228.35K,-1.47%
02/16/2023,21.13,21.25,21.8,20.93,508.20K,-0.52%
02/15/2023,21.24,20.3,21.24,20.16,532.91K,5.41%
02/14/2023,20.15,20.15,20.69,20.07,387.28K,0.65%
02/13/2023,20.02,19.98,20.26,19.97,585.90K,0.10%
02/12/2023,20.0,20.17,20.37,19.92,381.46K,-1.62%
02/09/2023,20.33,20.24,20.48,20.15,192.69K,0.44%
02/08/2023,20.24,20.5,20.8,20.1,318.14K,-0.78%
02/07/2023,20.4,19.8,20.4,19.75,954.04K,4.19%
02/06/2023,19.58,20.0,20.25,19.35,277.17K,-1.61%
02/05/2023,19.9,19.98,20.3,19.22,400.22K,-0.40%
02/02/2023,19.98,21.0,21.3,19.82,536.63K,-3.20%
02/01/2023,20.64,19.95,20.95,19.13,674.37K,5.90%
01/31/2023,19.49,19.7,19.9,19.11,364.36K,-1.52%
01/30/2023,19.79,20.54,20.72,19.63,434.60K,-2.61%
01/29/2023,20.32,20.48,20.5,20.15,778.42K,0.64%
01/25/2023,20.19,20.7,20.9,20.02,240.82K,-1.37%
01/24/2023,20.47,19.91,20.9,19.63,1.26M,2.81%
01/23/2023,19.91,20.29,20.49,19.8,562.03K,-0.85%
01/22/2023,20.08,19.51,20.4,19.4,1.07M,3.08%
01/19/2023,19.48,20.13,20.5,19.1,974.61K,-2.75%
01/18/2023,20.03,21.1,21.15,19.8,1.71M,-3.38%
01/17/2023,20.73,20.44,21.25,20.41,459.20K,3.60%
01/16/2023,20.01,19.55,20.19,19.22,1.69M,3.30%
01/15/2023,19.37,18.4,19.68,18.14,859.10K,6.02%
01/12/2023,18.27,18.35,18.55,17.67,591.95K,1.50%
01/11/2023,18.0,17.0,18.46,17.0,2.11M,5.82%
01/10/2023,17.01,16.92,17.29,16.85,890.31K,0.24%
01/09/2023,16.97,17.5,17.61,16.84,832.26K,-1.96%
01/05/2023,17.31,17.39,17.75,17.22,861.28K,1.05%
01/04/2023,17.13,16.9,17.32,16.52,1.62M,1.84%
01/03/2023,16.82,16.85,16.92,16.5,841.67K,1.33%
01/02/2023,16.6,16.72,16.88,16.5,446.39K,0.18%
12/29/2022,16.57,16.53,16.75,16.4,228.49K,-0.36%
12/28/2022,16.63,16.89,16.89,16.5,215.48K,0.18%
12/27/2022,16.6,16.95,17.0,16.51,342.29K,-0.90%
12/26/2022,16.75,16.53,16.93,16.46,317.51K,0.90%
12/25/2022,16.6,16.6,17.27,16.21,1.48M,3.30%
12/22/2022,16.07,16.4,16.68,16.0,216.81K,-2.13%
12/21/2022,16.42,16.49,16.7,16.24,377.38K,0.12%
12/20/2022,16.4,16.3,16.73,15.92,860.67K,2.44%
12/19/2022,16.01,15.51,16.38,15.51,389.95K,-0.31%
12/18/2022,16.06,16.4,16.69,15.91,592.68K,-1.53%
12/15/2022,16.31,16.9,17.3,16.06,1.14M,-3.15%
12/14/2022,16.84,17.37,17.44,16.71,763.84K,-1.69%
12/13/2022,17.13,16.8,17.3,16.51,1.59M,4.13%
12/12/2022,16.45,16.5,16.89,15.94,819.67K,-1.26%
12/11/2022,16.66,17.39,17.39,16.6,1.83M,-2.69%
12/08/2022,17.12,16.0,17.2,15.91,2.38M,9.04%
12/07/2022,15.7,15.02,15.93,15.02,828.76K,4.60%
12/06/2022,15.01,15.05,15.25,14.66,1.15M,-0.33%
12/05/2022,15.06,15.97,15.98,14.91,1.91M,-4.26%
12/04/2022,15.73,15.2,16.49,15.19,1.29M,4.24%
12/01/2022,15.09,15.4,15.5,15.0,452.25K,0.20%
11/30/2022,15.06,15.2,15.3,14.93,580.97K,-0.79%
11/29/2022,15.18,15.0,15.58,15.0,906.00K,1.20%
11/28/2022,15.0,14.89,15.1,14.52,897.39K,2.11%
11/27/2022,14.69,14.5,15.09,14.43,893.71K,2.58%
11/24/2022,14.32,14.03,14.46,14.0,300.85K,1.56%
11/23/2022,14.1,14.0,14.7,13.91,1.69M,1.51%
11/22/2022,13.89,13.4,14.07,13.4,1.17M,3.58%
11/21/2022,13.41,13.61,13.89,13.34,746.65K,-1.69%
11/20/2022,13.64,13.6,13.74,13.46,635.10K,0.44%
11/17/2022,13.58,13.87,13.9,13.5,677.46K,-0.44%
11/16/2022,13.64,13.75,14.15,13.55,1.60M,0.44%
11/15/2022,13.58,12.87,13.75,12.85,1.63M,5.52%
11/14/2022,12.87,12.98,13.08,12.78,460.24K,-0.92%
11/13/2022,12.99,12.87,13.25,12.77,1.75M,3.42%
11/10/2022,12.56,12.9,12.94,12.5,1.12M,-1.41%
11/09/2022,12.74,12.75,13.41,12.65,1.70M,-0.39%
11/08/2022,12.79,12.5,13.2,12.42,1.97M,3.23%
11/07/2022,12.39,12.28,12.8,12.0,1.23M,1.89%
11/06/2022,12.16,12.2,12.8,12.1,1.37M,1.00%
11/03/2022,12.04,11.18,12.15,11.0,1.60M,9.06%
11/02/2022,11.04,11.25,11.35,11.0,439.79K,-0.99%
11/01/2022,11.15,11.16,11.3,11.1,188.18K,0.27%
10/31/2022,11.12,11.29,11.29,11.05,527.26K,-0.71%
10/30/2022,11.2,11.6,11.6,11.14,234.54K,-1.32%
10/27/2022,11.35,11.54,11.64,11.3,505.95K,1.16%
10/26/2022,11.22,11.11,11.54,11.09,575.21K,1.91%
10/25/2022,11.01,11.2,11.2,11.0,305.44K,-0.99%
10/24/2022,11.12,11.5,11.5,11.1,220.39K,-2.03%
10/23/2022,11.35,11.65,11.77,11.34,158.26K,-1.39%
10/20/2022,11.51,11.32,11.8,11.0,732.65K,3.69%
10/19/2022,11.1,11.26,11.3,10.96,431.38K,-0.89%
10/18/2022,11.2,11.5,11.69,11.17,551.74K,-2.52%
10/17/2022,11.49,11.7,11.7,11.43,207.42K,0.79%
10/16/2022,11.4,11.4,11.5,11.32,207.09K,0.88%
10/13/2022,11.3,11.33,11.6,11.25,145.38K,0.00%
10/12/2022,11.3,11.42,11.68,11.25,172.71K,-1.31%
10/11/2022,11.45,12.19,12.19,11.25,507.08K,-4.18%
10/10/2022,11.95,11.79,12.2,11.79,1.11M,2.66%
10/09/2022,11.64,11.57,11.89,11.5,165.38K,1.13%
10/05/2022,11.51,12.21,12.4,11.36,676.44K,-5.11%
10/04/2022,12.13,12.9,13.1,12.04,833.04K,1.34%
10/03/2022,11.97,11.8,11.9,11.4,17.87K,0.00%
10/02/2022,11.97,11.85,11.94,11.43,16.78K,0.00%
09/29/2022,11.97,11.51,12.06,11.51,81.60K,1.61%
09/28/2022,11.78,11.97,12.04,11.62,10.35K,0.00%
09/27/2022,11.78,11.99,12.0,11.72,197.17K,0.94%
09/26/2022,11.67,11.52,12.0,11.52,95.39K,2.28%
09/25/2022,11.41,11.75,11.75,11.33,7.14K,0.00%
09/22/2022,11.41,11.68,11.79,11.3,70.10K,-3.14%
09/21/2022,11.78,11.45,12.12,11.45,277.75K,6.51%
09/20/2022,11.06,10.73,11.45,10.73,117.35K,1.19%
09/19/2022,10.93,10.52,11.01,10.42,129.57K,3.50%
09/18/2022,10.56,11.3,11.49,10.51,140.52K,-6.47%
09/15/2022,11.29,11.2,11.75,11.1,323.44K,1.44%
09/14/2022,11.13,11.0,11.2,11.0,55.68K,1.09%
09/13/2022,11.01,11.39,11.39,11.0,24.81K,0.00%
09/12/2022,11.01,11.03,11.79,11.0,205.57K,-3.00%
09/11/2022,11.35,11.69,11.7,11.3,27.38K,-1.05%
09/08/2022,11.47,11.5,11.6,11.22,43.38K,1.41%
09/07/2022,11.31,11.74,11.8,11.3,63.89K,-2.58%
09/06/2022,11.61,11.69,11.8,11.33,72.56K,3.02%
09/05/2022,11.27,11.45,11.6,11.14,174.19K,1.71%
09/04/2022,11.08,11.01,11.24,10.76,53.45K,0.73%
09/01/2022,11.0,11.0,11.6,10.72,241.27K,-0.45%
08/31/2022,11.05,11.25,11.34,11.01,88.93K,-2.47%
08/30/2022,11.33,11.57,11.85,11.27,108.23K,-2.07%
08/29/2022,11.57,12.44,12.6,11.5,378.26K,-5.09%
08/28/2022,12.19,11.8,12.7,11.8,397.20K,2.78%
08/25/2022,11.86,11.93,12.35,11.75,395.60K,1.89%
08/24/2022,11.64,11.61,12.24,11.53,292.66K,-0.09%
08/23/2022,11.65,12.0,12.21,11.56,542.00K,-2.18%
08/22/2022,11.91,11.16,12.4,11.09,1.22M,6.43%
08/21/2022,11.19,11.02,11.6,11.02,327.06K,-0.18%
08/18/2022,11.21,10.5,12.0,10.33,1.08M,4.28%
08/17/2022,10.75,10.1,10.8,9.62,331.29K,9.69%
08/16/2022,9.8,10.14,10.14,9.7,74.83K,-1.11%
08/15/2022,9.91,10.1,10.24,9.83,163.91K,-0.60%
08/14/2022,9.97,10.0,10.1,9.63,295.39K,-0.40%
08/11/2022,10.01,10.01,10.16,9.75,146.31K,-0.30%
08/10/2022,10.04,9.82,10.15,9.82,52.22K,1.01%
08/09/2022,9.94,10.15,10.25,9.9,94.64K,-1.00%
08/08/2022,10.04,10.7,10.7,10.01,64.30K,-1.08%
08/07/2022,10.15,10.5,10.69,10.04,86.83K,-2.50%
08/04/2022,10.41,10.3,10.47,10.15,106.08K,2.87%
08/03/2022,10.12,9.8,10.45,9.8,89.53K,3.79%
08/02/2022,9.75,10.36,10.36,9.61,33.65K,-2.01%
08/01/2022,9.95,10.75,10.79,9.86,144.42K,-5.95%
07/31/2022,10.58,10.68,10.99,10.52,212.39K,5.06%
07/28/2022,10.07,9.4,10.25,9.27,205.47K,6.11%
07/27/2022,9.49,9.51,9.79,9.39,42.40K,-0.73%
07/26/2022,9.56,9.5,9.6,9.34,78.46K,-0.42%
07/25/2022,9.6,9.73,9.73,9.52,33.12K,-2.93%
07/24/2022,9.89,9.99,9.99,9.73,18.22K,0.00%
07/21/2022,9.89,10.01,10.37,9.85,62.00K,0.61%
07/20/2022,9.83,10.18,10.18,9.81,559.76K,-1.60%
07/19/2022,9.99,10.0,10.08,9.72,69.16K,0.50%
07/18/2022,9.94,10.0,10.2,9.8,69.23K,6.31%
07/17/2022,9.35,9.31,9.8,9.16,30.31K,0.00%
07/07/2022,9.35,9.72,10.5,9.26,114.20K,-4.88%
07/06/2022,9.83,10.11,10.68,9.72,90.30K,-6.11%
07/05/2022,10.47,8.0,10.47,8.0,2.23M,19.93%
07/04/2022,8.73,8.33,8.33,7.8,32.91K,0.00%
07/03/2022,8.73,8.32,8.59,8.3,16.51K,0.00%
06/29/2022,8.73,8.7,8.73,8.25,31.86K,0.00%
06/28/2022,8.73,8.3,8.73,8.22,15.79K,0.00%
06/27/2022,8.73,8.75,8.75,8.4,22.39K,0.00%
06/26/2022,8.73,8.75,8.8,8.56,31.97K,0.00%
06/23/2022,8.73,8.2,8.73,8.2,7.83K,0.00%
06/22/2022,8.73,8.85,8.85,8.41,19.03K,0.00%
06/21/2022,8.73,8.6,8.88,8.6,34.67K,-3.54%
06/20/2022,9.05,9.0,9.15,8.96,63.44K,0.22%
06/19/2022,9.03,9.4,9.4,9.0,39.66K,-3.53%
06/16/2022,9.36,9.4,9.4,9.1,19.36K,0.00%
06/15/2022,9.36,9.3,9.59,9.15,51.51K,-0.95%
06/14/2022,9.45,9.29,9.3,9.15,13.43K,0.00%
06/13/2022,9.45,9.45,9.45,9.35,10.50K,0.00%
06/12/2022,9.45,9.45,9.6,9.42,57.99K,-0.63%
06/09/2022,9.51,9.4,9.7,9.4,261.10K,1.71%
06/08/2022,9.35,9.09,9.47,9.09,190.96K,3.77%
06/07/2022,9.01,9.0,9.19,8.66,28.25K,0.00%
06/06/2022,9.01,9.05,9.38,9.0,132.72K,-0.44%
06/05/2022,9.05,8.7,9.2,8.7,123.94K,6.60%
06/02/2022,8.49,8.32,8.7,8.32,6.51K,0.00%
06/01/2022,8.49,9.0,9.0,8.32,28.76K,0.00%
05/31/2022,8.49,8.01,9.0,8.0,82.80K,-1.28%
05/30/2022,8.6,8.0,8.09,7.91,20.03K,0.00%
05/29/2022,8.6,8.1,8.1,8.0,9.78K,0.00%
05/26/2022,8.6,8.25,8.48,8.1,18.16K,0.00%
05/25/2022,8.6,8.4,8.4,8.26,19.30K,0.00%
05/24/2022,8.6,8.55,9.4,8.3,21.70K,0.00%
05/23/2022,8.6,8.7,8.77,8.65,3.10K,0.00%
05/22/2022,8.6,8.45,8.89,8.45,4.80K,0.00%
05/19/2022,8.6,8.85,8.85,8.2,43.20K,-4.44%
05/18/2022,9.0,8.91,8.99,8.85,3.16K,0.00%
05/17/2022,9.0,8.98,9.0,8.75,10.79K,0.00%
05/16/2022,9.0,8.55,8.9,8.55,15.37K,0.00%
05/15/2022,9.0,9.0,9.0,8.51,28.20K,0.00%
05/12/2022,9.0,9.06,9.1,8.9,46.11K,-3.33%
05/11/2022,9.31,9.2,9.2,9.1,21.77K,0.00%
05/10/2022,9.31,9.1,9.3,9.0,30.04K,0.00%
05/09/2022,9.31,9.5,9.5,9.2,58.30K,-2.00%
05/08/2022,9.5,9.55,9.89,9.25,44.91K,-0.21%
04/28/2022,9.52,9.6,9.7,9.5,137.38K,-0.10%
04/27/2022,9.53,9.12,9.6,9.12,304.88K,4.27%
04/26/2022,9.14,9.33,9.33,9.01,63.06K,-0.76%
04/21/2022,9.21,9.5,9.69,9.0,400.08K,-2.95%
04/20/2022,9.49,9.6,9.6,9.5,19.48K,0.00%
04/19/2022,9.49,9.65,9.91,9.45,47.91K,2.48%
04/18/2022,9.26,9.25,9.29,9.1,21.00K,0.00%
04/17/2022,9.26,9.43,9.49,9.05,146.29K,-1.80%
04/14/2022,9.43,9.7,9.7,9.31,94.52K,-2.98%
04/13/2022,9.72,9.87,9.98,9.72,79.67K,-2.51%
04/12/2022,9.97,9.89,10.1,9.84,159.97K,1.73%
04/11/2022,9.8,9.65,10.23,9.26,741.28K,2.51%
04/10/2022,9.56,9.5,9.7,9.31,122.62K,-1.14%
04/07/2022,9.67,9.8,9.8,9.51,41.70K,-1.53%
04/06/2022,9.82,10.1,10.15,9.8,137.69K,-2.87%
04/05/2022,10.11,10.35,10.37,9.56,456.59K,0.10%
04/04/2022,10.1,10.19,10.5,9.49,2.01M,15.43%
04/03/2022,8.75,8.81,8.99,8.41,87.45K,-2.02%
03/31/2022,8.93,8.51,9.05,8.43,724.19K,5.31%
03/30/2022,8.48,8.35,8.6,8.1,258.38K,4.82%
03/29/2022,8.09,7.8,8.18,7.55,207.68K,7.72%
03/28/2022,7.51,8.0,8.0,7.4,188.16K,-4.82%
03/27/2022,7.89,8.18,8.18,7.85,63.00K,-3.55%
03/24/2022,8.18,8.4,8.41,8.13,65.24K,-2.04%
03/23/2022,8.35,8.5,8.62,8.25,27.11K,0.00%
03/22/2022,8.35,8.47,8.97,8.18,347.64K,-0.83%
03/21/2022,8.42,8.2,8.48,8.1,275.72K,3.95%
03/20/2022,8.1,8.0,8.17,7.87,116.40K,2.66%
03/17/2022,7.89,7.89,8.11,7.83,289.78K,1.15%
03/16/2022,7.8,7.75,7.9,7.55,223.08K,2.63%
03/15/2022,7.6,7.75,7.79,7.58,93.81K,-2.06%
03/14/2022,7.76,7.65,8.0,7.6,201.29K,0.91%
03/13/2022,7.69,8.0,8.0,7.6,272.67K,-3.03%
03/10/2022,7.93,7.7,8.0,7.69,194.50K,3.12%
03/09/2022,7.69,7.95,7.95,7.55,361.65K,-1.03%
03/08/2022,7.77,8.73,8.73,7.6,706.42K,-8.80%
03/07/2022,8.52,8.7,8.75,8.4,306.52K,-2.07%
03/06/2022,8.7,8.99,8.99,8.5,245.43K,-3.33%
03/03/2022,9.0,9.0,9.07,8.95,230.00K,0.11%
03/02/2022,8.99,9.1,9.36,8.93,290.73K,-3.02%
03/01/2022,9.27,9.14,9.35,9.02,85.77K,2.89%
02/28/2022,9.01,9.16,9.36,9.0,160.91K,-3.12%
02/27/2022,9.3,9.38,9.46,9.23,71.13K,2.54%
02/24/2022,9.07,9.47,9.47,9.0,164.93K,-8.01%
02/23/2022,9.86,9.4,9.99,9.4,206.21K,5.01%
02/22/2022,9.39,9.31,9.65,9.3,42.13K,-3.10%
02/21/2022,9.69,9.73,9.8,9.3,144.87K,1.68%
02/20/2022,9.53,9.85,9.85,9.42,74.02K,-3.25%
02/17/2022,9.85,9.9,9.95,9.8,74.52K,0.20%
02/16/2022,9.83,9.9,10.0,9.8,168.55K,0.41%
02/15/2022,9.79,9.71,9.9,9.71,122.94K,0.41%
02/14/2022,9.75,10.0,10.0,9.71,75.69K,-2.50%
02/13/2022,10.0,10.32,10.32,9.86,510.43K,-3.01%
02/10/2022,10.31,10.48,10.48,10.25,128.07K,0.00%
02/09/2022,10.31,10.44,10.67,10.27,319.24K,-1.06%
02/08/2022,10.42,10.47,10.58,10.33,304.35K,0.39%
02/07/2022,10.38,10.8,10.8,10.3,573.44K,-1.52%
02/06/2022,10.54,10.6,10.68,10.49,93.59K,-0.28%
02/03/2022,10.57,10.94,10.94,10.53,167.16K,-3.38%
02/02/2022,10.94,10.98,11.1,10.71,383.40K,1.48%
02/01/2022,10.78,10.42,11.0,10.42,203.14K,1.13%
01/31/2022,10.66,10.8,10.8,10.38,110.41K,2.40%
01/30/2022,10.41,10.7,10.74,10.4,57.98K,-1.79%
01/26/2022,10.6,11.04,11.04,10.5,404.01K,-3.37%
01/25/2022,10.97,10.72,11.18,10.72,164.32K,1.57%
01/24/2022,10.8,11.06,11.1,10.63,210.85K,-2.35%
01/23/2022,11.06,11.11,11.24,11.0,149.07K,-0.90%
01/20/2022,11.16,11.4,11.55,11.1,420.21K,-2.62%
01/19/2022,11.46,11.77,11.85,11.21,298.55K,-2.63%
01/18/2022,11.77,11.53,11.85,11.45,383.08K,1.55%
01/17/2022,11.59,11.21,11.61,11.05,715.52K,3.21%
01/16/2022,11.23,11.4,11.4,11.02,161.08K,-0.62%
01/13/2022,11.3,11.05,11.39,11.05,454.19K,0.98%
01/12/2022,11.19,11.66,11.74,11.11,634.96K,-2.44%
01/11/2022,11.47,11.79,11.9,11.4,941.48K,-2.22%
01/10/2022,11.73,11.28,11.9,11.24,1.89M,5.11%
01/09/2022,11.16,11.45,11.45,11.0,595.50K,-0.80%
01/05/2022,11.25,11.68,11.89,11.25,1.72M,-2.26%
01/04/2022,11.51,10.5,11.6,10.4,4.44M,9.93%
01/03/2022,10.47,10.25,10.5,10.25,948.54K,3.15%
01/02/2022,10.15,10.17,10.25,10.0,620.98K,1.50%
12/30/2021,10.0,10.54,10.73,9.93,1.79M,-4.31%
12/29/2021,10.45,10.5,10.75,10.31,412.36K,0.87%
12/28/2021,10.36,10.37,10.58,10.24,116.63K,2.37%
12/27/2021,10.12,10.4,10.6,10.1,196.06K,-0.39%
12/26/2021,10.16,10.5,10.56,10.01,40.13K,-1.55%
12/23/2021,10.32,10.25,10.64,10.25,421.89K,3.10%
12/22/2021,10.01,10.14,10.2,10.01,20.15K,0.00%
12/21/2021,10.01,10.1,10.18,10.01,11.42K,0.00%
12/20/2021,10.01,9.85,10.15,9.82,509.21K,-1.28%
12/19/2021,10.14,10.4,10.5,10.0,177.99K,-1.46%
12/16/2021,10.29,10.52,10.52,10.15,139.47K,-2.19%
12/15/2021,10.52,10.51,10.69,10.5,39.06K,0.00%
12/14/2021,10.52,10.71,10.8,10.5,51.40K,-2.14%
12/13/2021,10.75,11.0,11.0,10.69,175.93K,-0.74%
12/12/2021,10.83,10.61,11.14,10.61,7.67K,0.00%
12/09/2021,10.83,10.7,10.8,10.61,23.86K,0.00%
12/08/2021,10.83,10.9,11.1,10.75,29.40K,-0.46%
12/07/2021,10.88,11.3,11.44,10.77,133.17K,-0.46%
12/06/2021,10.93,11.1,11.1,10.8,23.25K,0.00%
12/05/2021,10.93,10.86,11.38,10.86,104.91K,-0.46%
12/02/2021,10.98,11.0,11.39,10.9,1.03M,-1.52%
12/01/2021,11.15,11.05,11.25,11.0,25.34K,0.00%
11/30/2021,11.15,11.0,11.24,11.0,0.91K,0.00%
11/29/2021,11.15,11.0,11.2,10.75,9.12K,0.00%
11/28/2021,11.15,10.8,11.25,10.8,3.17K,0.00%
11/25/2021,11.15,11.35,11.4,11.0,10.45K,0.00%
11/24/2021,11.15,11.0,11.24,10.96,11.11K,0.00%
11/23/2021,11.15,10.82,11.05,10.82,3.17K,0.00%
11/22/2021,11.15,10.75,11.09,10.75,6.65K,0.00%
11/21/2021,11.15,11.0,11.11,10.75,10.35K,0.00%
11/18/2021,11.15,11.0,11.3,10.95,5.55K,0.00%
